symbol,baseAsset,quoteAsset,openPrice,lowPrice,highPrice,lastPrice,volume,bidPrice,askPrice,at
ftminr,ftm,inr,51.832,49.592,53.445,51.367,12282.699999999997,50.663,51.368,1718995275000
hntinr,hnt,inr,310,298.01,314.9,300.0,552.66,300.0,314.78,1718995275000
ctsiinr,ctsi,inr,15.3,15.007,15.698,15.007,3723.1999999999994,15.021,15.248,1718995275000
kmdinr,kmd,inr,31.822,31.275,35.0,35.0,64.78,31.057,34.0,1718995275000
solinr,sol,inr,12144.29,11900.0,12300.0,11996.4,288.51099999999985,11996.4,12000.0,1718995275000
cotiinr,coti,inr,8.594,8.594,8.999,8.65,29502,8.59,8.726,1718995275000
iotxinr,iotx,inr,4.2,3.95,4.2,3.98,87649,3.98,4.099,1718995275000
shibinr,shib,inr,0.001648,0.0016,0.001682,0.001623,4765271432,0.001613,0.001623,1718995275000
rlcinr,rlc,inr,196,192.27,215.69,192.27,104.92999999999999,193.56,196.48,1718995275000
trbinr,trb,inr,8331.04,8170.2,10700.0,9999.99,381.698,9415.69,9989.99,1718995275000
reefinr,reef,inr,0.13206,0.13,0.13985,0.13818,1844667,0.13263,0.13857,1718995275000
icpinr,icp,inr,760.35,750.0,809.37,760.88,717.9000000000002,756.65,794.89,1718995275000
ontinr,ont,inr,20,18.97,20.4,20.36,392.85,19.0,20.36,1718995275000
ckbinr,ckb,inr,1.03,1.0001,1.0699,1.0002,37245,1.0002,1.0516,1718995275000
xvsinr,xvs,inr,628.44,605.3,628.5,605.3,12.467,600.1,604.0,1718995275000
viteinr,vite,inr,1.597,1.5524,1.6014,1.5677,5945.966999999999,1.5667,1.5904,1718995275000
dcrinr,dcr,inr,1520,1400.83,1520.0,1500.0,0.6349,1391.44,1500.0,1718995275000
mdxinr,mdx,inr,3.61,3.51,3.73,3.65,108499.36000000003,3.6,3.65,1718995275000
phainr,pha,inr,13.474,12.087,13.474,12.332,19943.84,12.2,12.343,1718995275000
runeinr,rune,inr,383.52,380.0,409.94,400.0,209.929,386.55,408.95,1718995275000
ogninr,ogn,inr,9.77,9.085,9.999,9.518,12219.210000000001,9.431,9.573,1718995275000
datainr,data,inr,4.2,4.0296,4.8692,4.7997,7259,4.03,4.7932,1718995275000
ksminr,ksm,inr,2201,2200.0,2443.98,2203.48,40.769999999999996,2160.02,2399.99,1718995275000
nkninr,nkn,inr,7.624,7.3479,7.9199,7.5,4146.9,7.35,7.4551,1718995275000
balinr,bal,inr,310,278.5,310.0,308.8,4.029,279.0,308.8,1718995275000
snxinr,snx,inr,188.484,185.0,188.484,185.0,35.886,180.005,184.261,1718995275000
axsinr,axs,inr,550,540.01,570.0,540.01,73.83,540.01,545.0,1718995275000
celrinr,celr,inr,1.574,1.4997,1.6282,1.5347,35477,1.5,1.53,1718995275000
alphainr,alpha,inr,7.55,7.55,8.08,7.68,764.26,7.68,8.02,1718995275000
compinr,comp,inr,4533,4400.0,4533.0,4400.0,0.681,4400.0,4455.0,1718995275000
aliceinr,alice,inr,107.13,105.0,112.0,111.99,2717.1900000000005,106.22,109.31,1718995275000
egldinr,egld,inr,2647.49,2635.0,2999.0,2637.0,52.51499999999999,2610.0,2899.0,1718995275000
sandinr,sand,inr,30,29.73302,31.3167,30.56413,109721,30.0,30.61973,1718995275000
frontinr,front,inr,87.987,81.0,89.797,82.562,6006.7,81.501,82.57,1718995275000
lrcinr,lrc,inr,16.32372,15.5,16.32372,15.7972,27004.300000000003,15.50001,15.80574,1718995275000
stxinr,stx,inr,154,148.0,156.995,148.0,526.2199999999999,148.0,153.999,1718995275000
algoinr,algo,inr,12.95,12.35,12.95,12.35,16848.188999999995,12.4,12.47,1718995275000
alpacainr,alpaca,inr,11.48,11.0,12.9,11.1,10267.5,11.1,12.02,1718995275000
xecinr,xec,inr,0.0029055,0.002841,0.0030993,0.0029697,72479232,0.0029697,0.0029877,1718995275000
ilvinr,ilv,inr,7397,7384.0,7399.0,7384.0,0.887,6294.3,7379.0,1718995275000
dydxinr,dydx,inr,132,125.6,141.9,138.9,739.4799999999998,125.5,137.0,1718995275000
cfxinr,cfx,inr,14.3,13.202,15.6,14.0,1943,14.0,14.894,1718995275000
stptinr,stpt,inr,3.5,3.4,3.8305,3.4312,16987.9,3.4325,3.7295,1718995275000
radinr,rad,inr,139,138.99,139.0,138.99,1,120.0,138.99,1718995275000
burgerinr,burger,inr,47,46.0,49.17,48.75,2406.3999999999996,47.41,48.36,1718995275000
roseinr,rose,inr,8.67,8.2387,9.3983,8.4911,24886.9,8.3016,9.1794,1718995275000
agldinr,agld,inr,111,90.01,111.0,92.0,12.799999999999999,92.1,110.79,1718995275000
keyinr,key,inr,0.54845,0.5276,0.54845,0.54746,15555,0.52765,0.54746,1718995275000
slpinr,slp,inr,0.2999,0.2847,0.2999,0.2847,132299,0.2848,0.2956,1718995275000
auctioninr,auction,inr,1560,1510.0,1743.9,1510.0,24.32,1561.6,1739.9,1718995275000
oceaninr,ocean,inr,60.761,55.0,60.761,58.0,5912,56.0,59.999,1718995275000
superinr,super,inr,71.9,65.006,71.998,65.006,325,65.006,71.676,1718995275000
betainr,beta,inr,4.4,3.9998,4.4,4.3897,7349,3.952,4.3897,1718995275000
waxpinr,waxp,inr,3.849,3.612,3.9,3.899,13173,3.63,3.892,1718995275000
arinr,ar,inr,2422.69,2300.8,2620.02,2574.99,43.63000000000001,2376.17,2574.99,1718995275000
sushiinr,sushi,inr,78.74,73.91,78.74,73.92,441.59799999999996,73.92,77.22,1718995275000
mkrinr,mkr,inr,224551,224551.0,234218.97,227279.61,0.18503000000000003,210980.05,230723.21,1718995275000
galainr,gala,inr,2.64,2.52,2.64,2.5585,326352,2.5585,2.597,1718995275000
tlminr,tlm,inr,1.1901,1.13,1.2066,1.1563,35530,1.126,1.1563,1718995275000
ensinr,ens,inr,2128,2128.0,2445.6,2256.0,77.35000000000001,2239.1,2349.9,1718995275000
ctxcinr,ctxc,inr,20.302,20.302,24.797,23.378,1147,20.6,23.197,1718995275000
mboxinr,mbox,inr,22,21.0,22.78,21.05,2646.2999999999997,21.05,23.46,1718995275000
ookiinr,ooki,inr,0.1622,0.1577,0.167,0.1612,3773447,0.1581,0.1611,1718995275000
ampinr,amp,inr,0.4333,0.42,0.4563,0.4294,170974,0.4201,0.4294,1718995275000
nearinr,near,inr,490.796,468.0,496.419,470.009,240.33799999999997,476.001,486.952,1718995275000
ardrinr,ardr,inr,5.8,5.8,6.4999,6.1097,1054,5.8001,6.1097,1718995275000
grtinr,grt,inr,20.607,19.66,21.0,20.329,29621.899999999998,19.501,20.373,1718995275000
bttcinr,bttc,inr,0.0000802,0.000079,0.0000831,0.000081,4946443686,0.00008,0.0000808,1718995275000
creaminr,cream,inr,6100,6097.4,7000.0,6306.89,106.78299999999999,6202.54,6899.95,1718995275000
bicoinr,bico,inr,34.84,34.75,35.85,34.75,38491.45999999999,34.43,34.95,1718995275000
spellinr,spell,inr,0.068199,0.06317,0.069039,0.068428,8270148,0.064943,0.068582,1718995275000
qntinr,qnt,inr,7487,6624.0,7487.0,7484.0,0.065,6650.0,7484.0,1718995275000
duskinr,dusk,inr,28.149,27.71,30.997,27.71,1501.11,27.88,28.301,1718995275000
jasmyinr,jasmy,inr,2.66,2.449,2.713,2.586,998283.0999999999,2.612,2.652,1718995275000
tfuelinr,tfuel,inr,6.6,6.0001,6.85,6.4108,26813,6.4108,6.5889,1718995275000
kncinr,knc,inr,50.01,49.01,53.04,52.0,1477.2,49.0,51.54,1718995275000
dodoinr,dodo,inr,12.8,12.5,13.0,12.69,3151.936,12.4,12.57,1718995275000
achinr,ach,inr,2.2001,2.1,2.4325,2.15,31185,2.15,2.4237,1718995275000
idexinr,idex,inr,4.1099,4.1099,4.2084,4.2084,480.09999999999997,4.2,4.2084,1718995275000
celoinr,celo,inr,55,52.93,57.0,54.24,808.5000000000002,54.24,55.96,1718995276000
tinr,t,inr,2.175,2.1,2.3999,2.3498,3060,2.1,2.3496,1718995276000
pyrinr,pyr,inr,341,340.0,342.0,340.0,41.293,337.0,368.8,1718995276000
imxinr,imx,inr,153.73,140.0,153.91,145.0,15459.039999999999,139.17,144.13,1718995276000
bakeinr,bake,inr,30.05,30.001,34.8,33.656,18776.600000000006,32.915,33.491,1718995276000
neoinr,neo,inr,1060,1059.07,1060.0,1060.0,7.834,1010.0,1060.0,1718995276000
apeinr,ape,inr,86.535,83.0,86.535,84.006,2574.1899999999996,84.095,85.917,1718995276000
wooinr,woo,inr,21.898,19.0,21.898,19.1,1060.1000000000001,19.3,21.608,1718995276000
ankrinr,ankr,inr,2.7658,2.7,3.035,2.8773,8087,2.7001,2.8657,1718995276000
oxtinr,oxt,inr,7.207,7.207,7.95,7.94,160,7.254,7.95,1718995276000
rndrinr,rndr,inr,773.11,670.0,773.11,686.0,713.04,671.64,685.99,1718995276000
gmtinr,gmt,inr,15.5,14.654,16.0,15.499,100,14.65,15.499,1718995276000
reiinr,rei,inr,5.239,4.7,5.239,4.7025,2052.9,4.7025,5.1682,1718995276000
lptinr,lpt,inr,1899,1898.8,1900.0,1898.8,0.16999999999999998,1602.0,1898.6,1718995276000
ygginr,ygg,inr,63.675,58.0,63.675,58.0,136.20000000000002,58.0,60.0,1718995276000
opinr,op,inr,181.5,169.05,181.7,179.0,579.1799999999998,172.0,179.0,1718995276000
leverinr,lever,inr,0.196,0.1955,0.2071,0.1958,169847,0.1959,0.2036,1718995276000
ldoinr,ldo,inr,200,190.01,200.43,199.76,66.72,190.02,201.39,1718995276000
polyxinr,polyx,inr,31,30.061,32.4,30.109,1132,30.109,32.388,1718995276000
usdcinr,usdc,inr,88.01,88.0,90.0,88.15,8983.659999999998,88.01,89.97,1718995276000
hifiinr,hifi,inr,44.016,44.0,45.5,45.0,10255,44.09,46.989,1718995276000
gftinr,gft,inr,1.8196,1.6602,1.8367,1.67,376604.19999999995,1.6602,1.724,1718995276000
blurinr,blur,inr,23.69,23.0,25.996,25.346,4399.8715999999995,23.04,25.996,1718995276000
flokiinr,floki,inr,0.01643,0.0151,0.01674,0.01567,321903551,0.01548,0.01567,1718995276000
briseinr,brise,inr,0.00001187,0.0000115,0.00001245,0.00001186,58785058484,0.0000118,0.00001186,1718995276000
arbinr,arb,inr,77,74.01,80.49,75.0,9926.4,74.311,77.999,1718995276000
injinr,inj,inr,1960,1901.0,2199.995,1950.0,55.49,1950.0,2035.92,1718995276000
pepeinr,pepe,inr,0.001015,0.0009579,0.0010462,0.0010424,6364179752,0.0010289,0.0010423,1718995276000
bobinr,bob,inr,0.0036695,0.003215,0.0037099,0.0033,933381032,0.0033,0.0034493,1718995276000
comboinr,combo,inr,70,63.267,71.899,63.47,53,63.631,71.0,1718995276000
aaveinr,aave,inr,7830.45,7507.91,7830.45,7574.77,1.911,7407.91,7715.62,1718995276000
rsrinr,rsr,inr,0.54298,0.50305,0.54298,0.53908,239145.69999999998,0.50485,0.53839,1718995276000
cosinr,cos,inr,0.7999,0.7549,0.8,0.7549,350512.2000000002,0.7558,0.7672,1718995276000
avainr,ava,inr,62.943,57.001,62.943,57.001,150.62,57.001,59.992,1718995276000
bandinr,band,inr,105,100.0012,106.9438,100.6016,45.3,100.2001,108.455,1718995276000
pendleinr,pendle,inr,537,520.939,540.0,521.162,57.8,521.201,538.511,1718995276000
loominr,loom,inr,5.2488,5.01,5.2519,5.2,17434,5.02,5.192,1718995276000
wldinr,wld,inr,287.99999,262.7285,288.99978,272.72727,727.7291,272.80001,276.76806,1718995276000
quickinr,quick,inr,4.5898,4.1,4.5898,4.1003,1672,4.1003,4.5299,1718995276000
vibinr,vib,inr,7.7,7.22,7.7,7.22,794,7.2501,7.6,1718995276000
maskinr,mask,inr,243,224.0,245.0,243.75,109.60000000000001,225.0,243.64,1718995276000
adxinr,adx,inr,15.39,15.21,15.6,15.21,489,15.12,15.8,1718995276000
blzinr,blz,inr,24,23.9999,24.0,24.0,297,21.5013,22.999,1718995276000
pundixinr,pundix,inr,34,32.703,42.981,33.939,1470.65,32.015,37.898,1718995276000
sklinr,skl,inr,5,4.5,5.3494,5.2885,5916,4.5017,5.274,1718995276000
clvinr,clv,inr,4.606,4.606,4.9992,4.9921,1422.7,4.67,4.9584,1718995276000
stmxinr,stmx,inr,0.42,0.411,0.42997,0.411,19336,0.411,0.42379,1718995276000
audioinr,audio,inr,14.642,13.155,14.642,13.884,4746.3,13.2,13.83,1718995276000
glminr,glm,inr,33.35,32.996,37.015,33.1,1416,32.05,34.729,1718995276000
mtlinr,mtl,inr,101.6,101.6,125.0,104.501,2696.77,104.505,120.0,1718995276000
storjinr,storj,inr,34.9338,34.2608,34.9345,34.39,1477,34.0,34.39,1718995276000
perpinr,perp,inr,72.1,72.1,80.4999,79.7912,29.381999999999998,68.1001,79.7912,1718995276000
dexeinr,dexe,inr,1026.58,1002.89,1029.15,1002.89,0.43,1003.0,1011.81,1718995276000
bigtimeinr,bigtime,inr,11.01,10.7,11.86,11.7026,6646.6578,10.71,11.6988,1718995276000
memeinr,meme,inr,1.72,1.7076,1.8348,1.71718,203491,1.71718,1.73,1718995276000
tokeninr,token,inr,8.48,7.5017,8.48,7.65,32167,7.6,7.65,1718995276000
vicinr,vic,inr,34.8,30.0,34.8,34.8,316,30.2,34.6,1718995276000
beamxinr,beamx,inr,1.87964,1.6,1.87964,1.7,438245,1.63016,1.7441,1718995276000
bonkinr,bonk,inr,0.0019988,0.00182,0.0019999,0.0018413,493509527,0.0018413,0.001863,1718995276000
jtoinr,jto,inr,233,215.0,234.899,231.0,200.2,217.0,230.5,1718995276000
degoinr,dego,inr,179.8,179.0,179.8,179.0,1,160.01,178.01,1718995276000
htxinr,htx,inr,0.00010385,0.00010001,0.00010864,0.00010736,663420632,0.00010514,0.00010736,1718995276000
pixelinr,pixel,inr,26.105,25.011,28.432,27.199,6660.099999999999,25.582,27.199,1718995276000
toninr,ton,inr,719.999,645.0,719.999,651.0,240.8,645.0,651.0,1718995276000
suiinr,sui,inr,83,79.0,86.5,83.047,3236.3999999999996,80.698,83.805,1718995276000
pythinr,pyth,inr,28.712,28.706,31.946,29.5,122630.00000000001,28.81,30.549,1718995276000
kasinr,kas,inr,13.45,12.9476,13.999,13.4,37036.8,13.15,13.5,1718995276000
wifinr,wif,inr,198.846,160.0,198.846,163.0,10407.899999999992,162.0,173.899,1718995276000
bomeinr,bome,inr,0.825,0.793,0.85969,0.80003,677962,0.80003,0.81941,1718995276000
bcutinr,bcut,inr,5.6001,5.6,6.7999,5.633,28478.699999999993,5.6,6.0799,1718995276000
ethfiinr,ethfi,inr,325.84,302.55,325.84,305.0,216.5,305.0,325.84,1718995276000
nakainr,naka,inr,108,95.03,110.15,95.03,106.50000000000001,104.27,105.84,1718995276000
enainr,ena,inr,61.98,55.0,61.98,55.0,1551.44,55.0,56.0,1718995276000
ondoinr,ondo,inr,113.5,105.22,114.897,111.19,2005.3200000000002,107.5583,111.19,1718995276000
omniinr,omni,inr,1319.26,1260.0,1319.26,1300.17,47.43,1260.0,1300.17,1718995276000
rvninr,rvn,inr,1.95,1.8105,1.95,1.82,11028,1.8111,1.82,1718995276000
mewinr,mew,inr,0.373,0.341,0.38902,0.34348,2566668.0399999996,0.34348,0.35184,1718995276000
qtuminr,qtum,inr,246,227.5,246.0,230.0,2.336,230.5,238.97,1718995276000
notinr,not,inr,1.39,1.281963,1.493246,1.328684,801377,1.328688,1.359907,1718995276000
minainr,mina,inr,58.92,51.54,58.96,58.66,436.7,51.24,58.0,1718995276000
ltcinr,ltc,inr,6647.24,6503.04,6759.88,6600.0,190.01800000000006,6598.11,6620.0,1718995276000
dashinr,dash,inr,2374,2152.0,2374.0,2371.0,3.44,2161.0,2360.0,1718995276000
xrpbtc,xrp,btc,0.00000796,0.00000587,0.00000796,0.00000796,0,0.00000556,0.0000079,1718995276000
trxbtc,trx,btc,0.00000165,0.00000165,0.00000184,0.00000184,9835,0.00000169,0.00000184,1718995276000
ethbtc,eth,btc,0.050106,0.050105,0.050125,0.050125,0.3053,0.050126,0.054841,1718995276000
zilbtc,zil,btc,3.9e-7,0.00000039,0.00000039,0.00000039,0,0.00000027,0.00000038,1718995276000
batbtc,bat,btc,0.00000281,0.00000281,0.00000281,0.00000281,0,0.00000272,0.00000382,1718995276000
ltcbtc,ltc,btc,0.001328,0.001101,0.001328,0.001101,0.8069999999999999,0.0011,0.00132,1718995276000
qkcbtc,qkc,btc,1.2e-7,0.00000012,0.00000012,0.00000012,0,0.00000011,0.00000015,1718995276000
dashbtc,dash,btc,0.0004,0.0004,0.0004,0.0004,0,0.00029,0.000527,1718995276000
iostbtc,iost,btc,1e-7,0.0000001,0.0000001,0.0000001,0,0.00000009,0.00000013,1718995276000
nulsbtc,nuls,btc,0.000006,0.000006,0.000006,0.000006,0,0.00000429,0.0000087,1718995276000
omgbtc,omg,btc,0.000006,0.000006,0.000006,0.000006,0,0.000005,0.000008,1718995276000
reqbtc,req,btc,0.00000219,0.00000219,0.00000219,0.00000219,0,0.00000159,0.0000025,1718995276000
sntbtc,snt,btc,5.6e-7,0.00000056,0.00000056,0.00000056,0,0.00000035,0.00000055,1718995276000
thetabtc,theta,btc,0.00002231,0.00002231,0.00002231,0.00002231,0,0.00001556,0.00003881,1718995276000
zrxbtc,zrx,btc,0.0000059,0.0000059,0.0000059,0.0000059,0,0.00000128,0.00000883,1718995276000
eosbtc,eos,btc,0.0000138,0.0000138,0.0000138,0.0000138,0,0.0000131,0.0000188,1718995276000
icxbtc,icx,btc,0.0000014,0.0000014,0.0000014,0.0000014,0,0.0000019,0.0000033,1718995276000
fetbtc,fet,btc,0.00002488,0.00002488,0.00002488,0.00002488,0,0.00001752,0.00003249,1718995276000
celrbtc,celr,btc,3e-7,0.00000019,0.0000003,0.00000019,894,0.00000018,0.00000019,1718995276000
maticbtc,matic,btc,0.00000994,0.00000789,0.00000994,0.00000993,30,0.00000789,0.00000992,1718995276000
adabtc,ada,btc,0.00000578,0.00000508,0.00000578,0.00000508,63,0.00000508,0.00000681,1718995276000
rvnbtc,rvn,btc,3.1e-7,0.00000031,0.00000031,0.00000031,0,0.00000016,0.00000036,1718995276000
xmrbtc,xmr,btc,0.001319,0.001319,0.001319,0.001319,0,0.001353,0.002911,1718995276000
atombtc,atom,btc,0.0001011,0.0001011,0.0001011,0.0001011,0,0.0000602,0.00015,1718995276000
bnbbtc,bnb,btc,0.008115,0.0076001,0.0087001,0.0087001,0.057,0.0070818,0.0104339,1718995276000
wrxbtc,wrx,btc,0.00000206,0.00000206,0.00000206,0.00000206,0,0.00000207,0.0000027,1718995276000
stmxbtc,stmx,btc,8e-8,0.00000007,0.00000008,0.00000007,1651,0.00000006,0.00000008,1718995276000
btcusdt,btc,usdt,65131,63450.0,66152.0,63829.0,0.13301000000000002,63768.0,64082.0,1718995276000
trxusdt,trx,usdt,0.11777,0.116,0.12,0.11623,45113,0.11634,0.11899,1718995276000
xrpusdt,xrp,usdt,0.47027,0.47001,0.50497,0.486,5220.700000000002,0.47501,0.486,1718995276000
eosusdt,eos,usdt,0.855,0.855,0.98,0.98,67.76,0.8001,0.98,1718995276000
ethusdt,eth,usdt,3531.81,3473.18,3531.81,3491.85,1.5636999999999996,3487.92,3503.28,1718995276000
icxusdt,icx,usdt,0.1524,0.1489,0.1524,0.15,15,0.1485,0.1519,1718995276000
ltcusdt,ltc,usdt,79.17,71.01,79.17,78.89,3.0650000000000004,71.03,78.84,1718995276000
hotusdt,hot,usdt,0.0021236,0.0017297,0.0021236,0.0020977,18050,0.001813,0.0020966,1718995276000
batusdt,bat,usdt,0.1802,0.1802,0.2405,0.2379,79.47,0.1802,0.2379,1718995276000
dashusdt,dash,usdt,23.99,23.99,24.24,24.1,2.738,23.32,23.9,1718995276000
qkcusdt,qkc,usdt,0.00718,0.00718,0.01003,0.00718,0,0.0072,0.00993,1718995276000
zilusdt,zil,usdt,0.02647,0.024,0.02649,0.02599,4828,0.024,0.02499,1718995276000
zrxusdt,zrx,usdt,0.3355,0.3355,0.4089,0.34,78.23,0.34,0.409,1718995276000
bchusdt,bch,usdt,395.53,375.24,395.53,375.24,0.0398,377.42,383.84,1718995276000
bchsvusdt,bchsv,usdt,50.53,50.53,50.53,50.53,0,50.61,64.25,1718995276000
omgusdt,omg,usdt,0.4106,0.2956,0.4106,0.4106,286.65000000000003,0.3,0.4106,1718995276000
dentusdt,dent,usdt,0.00098,0.00098,0.001,0.000999,263231,0.000862,0.000999,1718995276000
iostusdt,iost,usdt,0.00672,0.0066,0.00678,0.00671,20516,0.00647,0.00663,1718995276000
funusdt,fun,usdt,0.004873,0.003503,0.004873,0.004748,1000,0.00351,0.004649,1718995276000
sntusdt,snt,usdt,0.026,0.026,0.026,0.026,0,0.02504,0.0347,1718995276000
thetausdt,theta,usdt,1.5378,1.4966,1.5378,1.4966,732.8999999999999,1.4835,1.5069,1718995276000
requsdt,req,usdt,0.10242,0.10242,0.10242,0.10242,0,0.1021,0.13,1718995276000
xlmusdt,xlm,usdt,0.09599,0.08553,0.09599,0.093,10051,0.08554,0.09497,1718995276000
xtzusdt,xtz,usdt,0.789,0.715,0.789,0.789,0,0.765,0.781,1718995276000
fetusdt,fet,usdt,1.6797,1.342,1.6799,1.3503,113,1.3511,1.6797,1718995276000
tfuelusdt,tfuel,usdt,0.07431,0.07042,0.07435,0.07059,13795,0.07033,0.07136,1718995276000
celrusdt,celr,usdt,0.01651,0.016,0.01709,0.01648,306,0.01627,0.01665,1718995276000
maticusdt,matic,usdt,0.58991,0.56001,0.58999,0.58979,1483.7000000000003,0.5755,0.58979,1718995276000
adausdt,ada,usdt,0.3895,0.36003,0.3931,0.3767,13983.300000000003,0.3737,0.3781,1718995276000
rvnusdt,rvn,usdt,0.02038,0.02025,0.0205,0.02025,38524,0.01966,0.02002,1718995276000
xmrusdt,xmr,usdt,165.14,165.14,169.0,167.23,4.484,156.25,162.42,1718995276000
atomusdt,atom,usdt,6.989,6.835,6.989,6.954,22.469999999999995,6.739,6.861,1718995276000
algousdt,algo,usdt,0.14,0.137,0.146,0.14,2705.693,0.135,0.14,1718995276000
